0,SizeRank,RegionName,RegionType,StateName,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022
394741,176,"Kennewick, WA",Msa,WA,256354,257889,259809,262644,264973,267138,269602,271931,273991,275933,278414,281436,284964,289354,293461,297270,301543,304357,306393,308202,309464,310380,310318,312032,314467,316149,317059,316635,316595,316585,317498,318628,320263,322093,324290,326767,330338,334211,339052,344017,350334,357820,365728,373222,380477,387376,394881,402069,409981,417121,423824,429272
394645,177,"Greeley, CO",Msa,CO,345846,349283,352756,355778,358590,361212,364249,367476,369509,372004,374103,376559,378331,380100,380994,381301,380419,380769,381042,382436,383598,384478,385358,385478,385676,387372,389887,392088,392857,393134,394278,395839,398456,401792,405114,408082,410347,414306,419269,426914,435062,444432,455122,465323,474930,482052,488636,493808,498715,508201,519678,533161
395197,178,"Waco, TX",Msa,TX,149542,150392,151209,152053,153490,154676,155598,156544,157103,157762,158297,159029,160106,161084,161735,162006,162738,163200,163842,164094,165348,165817,166135,166487,167561,168550,169653,170765,171793,172708,173740,175304,176943,179079,181322,183376,185016,186428,188884,192208,196432,201022,206292,212213,219149,224096,228275,230831,233913,238330,243975,250825
394937,179,"Olympia, WA",Msa,WA,298287,301150,302655,305623,307398,310606,313146,315103,317727,319539,322554,324343,327144,328308,329532,329796,331885,333765,335716,336298,337217,339010,342373,345890,349078,352271,356526,360805,363799,366111,369667,374896,381753,388411,394253,401443,407827,414475,420659,428746,439121,450497,462176,471226,477933,484375,492127,500634,507880,514047,518534,524833
394323,180,"Amarillo, TX",Msa,TX,138610,138755,139195,139729,140500,141082,141617,142115,142491,142954,143239,143662,144011,144402,144585,144588,144716,144859,145274,145672,146301,146632,146933,147177,147565,147822,147914,148416,148483,148671,148463,149002,150104,151733,153708,155268,157406,159555,162172,164243,166335,168641,171387,174122,176879,179478,182285,184899,187996,190972,194037,196628
394387,181,"Binghamton, NY",Msa,NY,112901,113431,114282,115157,116666,118028,118806,118995,119328,119978,120619,120387,119790,119333,119668,120282,120429,120263,119997,119620,119521,119472,119673,119846,120813,121699,122615,122615,122856,123484,124796,125820,126809,127917,129062,130180,130868,132401,133900,135719,137867,141109,144604,147897,150004,151226,151436,152582,153726,155309,156226,157673
394660,182,"Hagerstown, WV",Msa,MD,189015,190062,190349,190351,191223,192426,193372,193353,193900,194325,195586,196172,197360,198141,198987,199417,199513,200238,200825,201097,200698,200167,200110,200742,202239,203879,205307,206055,206341,206640,207229,209031,211504,214948,217945,220809,223153,226087,229718,234340,238147,241923,245301,249090,252754,256216,260035,263545,266824,270534,273339,275972
394412,183,"Bremerton, WA",Msa,WA,344531,346612,348230,350339,353236,356542,359723,362907,365968,368555,369816,371360,373474,378486,381895,383679,383435,383552,384448,383613,385257,387551,392267,394722,397298,399884,403928,408353,410440,413056,415757,422040,428710,437248,444291,451587,458781,466169,473322,481550,489538,500068,507957,520298,529106,539415,544915,551915,556958,568534,577241,585032
394772,184,"Laredo, TX",Msa,TX,148392,149178,149248,149701,149746,150198,150437,150849,151226,151787,152252,152537,152855,153080,153553,153748,154046,,,,,170873,168902,166245,163191,162669,162546,161922,161605,161427,162128,162690,162561,159753,159444,160338,164123,164597,164720,164426,164309,164249,167151,170627,174169,175405,177064,179961,182984,185275,186001,186648
394811,185,"Lynchburg, VA",Msa,VA,171012,171621,172145,172897,173261,173922,174476,175443,176417,177474,178382,178820,179289,179813,180674,181592,182403,183240,183862,184294,184485,184566,184525,184922,185403,186006,186403,187017,188137,189636,191221,192919,194741,196828,198615,200277,201901,203732,205956,208269,210495,212658,214964,217768,220485,223682,226548,228863,230574,234124,238667,243350
395240,186,"Yakima, WA",Msa,WA,198140,199028,200068,201253,203365,204777,206920,208288,210320,212788,214646,216850,218455,219429,220352,221355,223353,225534,227820,230755,232830,234227,236393,239156,242820,245517,248470,251170,253629,253616,253654,254491,258016,261792,264808,267464,269490,273003,276625,282172,287103,291947,296470,301604,306547,311001,315264,319925,324381,328852,332708,336961
753875,187,"Crestview-Fort Walton Beach-Destin, FL",Msa,FL,241426,243440,244770,244202,245063,246266,247839,249002,249928,251093,252467,254131,253922,254517,254787,257319,258859,260207,260902,261669,262942,264505,266531,268425,270105,272343,274471,276868,277805,278785,279994,282271,285247,288671,292588,296616,299982,304166,307823,313040,318230,325708,334073,342134,349647,357058,364381,371177,377505,384671,392695,400386
395161,188,"Topeka, KS",Msa,KS,124473,124962,125229,125436,125703,125671,125475,125525,126103,126811,127326,127610,128160,128962,129957,130737,131388,131067,130990,131336,132568,133505,133864,134361,134633,134951,135384,135987,136994,137955,139178,140377,141599,142963,144464,145753,147143,148201,149778,151868,153962,156155,157972,160223,162288,164242,166012,167682,169389,170747,171946,173039
394813,189,"Macon-Bibb County, GA",Msa,GA,99627,100214,100869,101561,102460,103140,103651,103916,104094,104277,104570,104913,105481,106069,106764,107192,107649,108220,108880,109597,110072,110720,110752,110890,110698,111045,111446,112153,112804,113221,113608,113819,114430,115191,116593,118056,119958,121345,122771,124211,126235,128370,130332,132274,134272,136320,138270,140839,143379,146972,149546,152340
394454,190,"Champaign-Urbana, IL",Msa,IL,140273,139584,140448,141746,143431,144095,144534,144784,144527,144992,144595,145129,145400,146696,147588,147747,147306,147276,147401,147220,147135,146883,147272,147707,148457,148827,148836,149389,149917,150535,150894,152071,153166,154164,154588,155215,156080,157572,159083,160687,162314,164348,166789,168912,170843,172659,174684,176310,177558,178638,180306,182033
395171,191,"Tuscaloosa, AL",Msa,AL,155654,156253,157045,157583,158162,158836,159556,160384,161168,161718,161891,162101,162632,163700,164635,165058,165711,165881,166679,167404,168349,169033,169675,170121,170537,170602,170921,170929,171350,172154,173344,174394,175046,175930,177279,178886,180491,181831,183365,185326,187337,189476,191709,194487,196865,199006,200835,203704,206630,209992,212185,214489
394483,192,"College Station, TX",Msa,TX,211965,212973,213756,214528,215274,215886,216288,216548,216977,217805,219023,220203,221119,221500,221875,222253,222886,223340,223723,224147,224941,,,,,215900,216292,216780,217704,218955,220354,221498,223016,224858,227057,228797,230148,230954,231985,233023,234453,236247,238560,241144,244143,247081,250060,253466,256930,261329,265466,270089
395103,193,"Sioux Falls, SD",Msa,SD,210898,211235,211833,212673,214025,215427,216963,218194,219465,220742,221988,223135,223955,224600,224998,225441,226088,226729,227270,227651,228073,228675,229165,230027,230911,232141,233130,234071,234232,234495,235089,236302,237783,239682,242043,244393,247100,250000,253123,256326,259676,263580,267305,270715,274121,277212,280650,285223,289957,295222,299153,302721
394455,194,"Charleston, WV",Msa,WV,102537,102068,101743,101601,101305,101137,100566,99962,99892,100027,100226,100295,100722,101059,100988,100710,100513,100421,100283,100094,99868,99871,99631,99494,99286,99290,99332,99653,100191,100681,101055,101249,101466,101433,101419,101111,100824,102056,104080,,108106,109385,110617,112040,113331,114654,115729,117315,118889,121414,122222,122811
394334,195,"Appleton, WI",Msa,WI,172685,174469,176266,177597,178635,178848,179174,179731,181308,183139,184701,185518,186162,186449,187235,188386,189246,189902,190360,191323,192039,193010,194061,195539,196886,198333,199316,199741,200198,200352,201547,203088,205600,207672,210210,212362,214741,216838,219019,221336,224235,228092,232058,235384,238301,240390,242507,243488,246381,249468,253895,258532
394464,196,"Chico, CA",Msa,CA,285994,289402,293043,296496,299753,300708,299272,297624,297357,298498,299157,302975,309640,318732,324895,329106,332131,335583,338756,340805,342170,343647,345696,345905,343096,338799,336205,335050,333987,332424,334395,337900,343115,347140,350448,353591,357023,361405,365319,369120,373793,378930,385977,392335,397818,399010,399155,398836,401634,406994,413322,417926
394459,197,"Charlottesville, VA",Msa,VA,306741,308350,309229,309872,310543,311180,311867,312368,313071,313788,314635,315382,316064,316993,317857,319128,320316,321911,323189,324416,325743,327019,327014,326744,326531,327017,327015,327027,327484,328715,329606,330429,331337,333009,335301,337855,341285,345058,350222,355698,361214,366373,370770,374650,376881,379335,382115,387740,393313,398806,402696,406504
394468,198,"Claremont, NH",Msa,NH,210714,211192,212177,213396,214370,215127,215505,216205,216850,217877,218636,219410,219895,220356,220785,221683,222798,223977,225068,226177,227204,228002,228500,228986,229595,230076,230573,230898,231446,231899,233297,235275,237457,240345,243796,247420,251245,255154,259627,263052,266510,270690,276402,283880,289512,295266,300251,308937,315058,321601,324650,328472
394361,199,"Barnstable Town, MA",Msa,MA,445064,447231,447208,446155,445608,448685,453421,457804,461060,462486,462078,461026,460767,459033,458934,460208,464647,467003,466369,464367,462767,461199,460175,459567,462967,466630,471125,472414,472816,472254,473926,479761,487909,497180,506059,515773,524434,535782,547292,561512,577976,597378,614650,627012,636710,647122,657748,666537,674645,680652,691280,703312
394803,200,"Longview, TX",Msa,TX,,,144861,146796,150038,154110,156032,156754,157490,158820,160218,160681,161499,162574,164544,166519,167403,167069,166716,166058,165166,163952,163984,164612,165304,163270,160789,157754,156025,154708,154437,152267,149321,146404,145311,145559,147618,152157,157045,160119,162014,164172,166469,169492,172567,175371,177508,180718,183795,187442,189805,192412
394429,201,"Burlington, VT",Msa,VT,306028,306442,306103,306502,307217,308275,309251,310074,311239,311798,312808,313809,315096,316305,317753,318791,319664,320544,321821,323503,325004,325719,326081,326552,327645,328102,329996,330473,333142,334377,336946,337670,338252,340023,342904,346134,349329,351683,355160,359778,366241,370558,376463,382891,391481,397877,403162,408931,414555,421430,427803,434094
395002,202,"Prescott, AZ",Msa,AZ,290224,292208,294371,295178,296462,298292,300389,301696,302871,304763,306899,309136,310012,311024,311591,312548,313822,315673,317129,317972,318481,318516,318699,319076,321752,325159,328740,330589,332173,332485,334502,336398,341454,348072,356418,365212,372575,382048,390631,402251,411119,423657,434552,447106,456439,465159,471751,476710,482062,489622,499036,508378
395114,203,"Springfield, IL",Msa,IL,134212,134274,134478,134721,134924,134852,134718,134666,134752,134940,135226,135563,135828,135990,136063,136123,136304,136257,136294,136235,136581,136830,137047,136989,137118,137289,137460,137493,137534,137665,137908,138205,138657,139467,140420,141413,142052,142703,143279,143875,144630,145743,146936,148150,149164,150311,151416,152744,153767,154821,,160897
395174,204,"Tyler, TX",Msa,TX,168661,169345,170338,170998,171803,171847,171977,172184,172525,172975,172892,172974,172994,173331,174368,175789,178595,179807,181777,182652,184779,,179250,176686,178106,179435,180266,181191,181892,182756,183581,185114,187139,189269,190921,191820,192346,192960,194494,196688,199591,202626,206144,210432,214014,216651,218190,219784,222914,227024,231458,236304
394773,205,"Las Cruces, NM",Msa,NM,172536,172396,172520,174000,175142,176899,178175,179832,181434,184331,188117,191617,194031,194500,193972,193043,193207,193724,194450,194358,194127,190712,186958,182800,182081,181882,183410,184647,185366,185807,186773,188848,191439,194518,197915,200339,202304,203633,205612,208204,211428,215288,218895,221959,224791,227946,231687,234311,236508,238189,241387,244839
394585,206,"Fargo, ND",Msa,ND,233652,233927,234847,235046,235053,234090,233933,233789,233823,233431,233462,233653,234459,235320,235451,234968,234207,234170,234611,235147,235624,236214,236761,237401,237619,237495,237219,237356,237768,238301,239061,239869,240823,241474,241927,242923,244445,247189,249631,251935,254125,256679,259109,261100,263613,265916,268336,270060,272613,274961,277626,280346
394691,207,"Houma, LA",Msa,LA,152593,152778,152835,152713,152697,152752,153152,153579,154183,154781,155552,156356,157103,157655,157959,158325,158833,159520,159774,159897,160048,,,,,173605,172627,172309,168095,164734,161559,161636,161820,161293,160827,160184,160507,161536,162835,164061,164919,165751,166475,167529,168554,169401,170015,172009,174074,176121,176711,177504
395030,208,"Rochester, MN",Msa,MN,222264,222718,223544,224852,226169,227298,228013,228832,229572,230284,231059,231993,233028,233879,234573,235307,235912,236666,237803,239210,240705,242126,242765,243339,243978,244438,244712,245300,247200,249104,250599,251503,252500,253684,255782,258966,262577,265278,268287,270364,273272,276194,280000,284035,286919,289904,292697,296022,299167,302408,305141,307859
394597,209,"Florence, SC",Msa,SC,119929,120677,121327,121464,121574,121792,122038,122263,122324,122168,121992,121967,122114,122482,122714,123029,123271,123485,123590,123652,123931,124448,124803,125139,125256,125765,126041,126472,126827,127253,127703,127981,128592,129223,130300,131328,132789,134308,135557,136979,138222,139977,141542,143158,145099,147373,149627,151869,154397,156952,159222,161111
394848,210,"Medford, OR",Msa,OR,304022,305668,308342,310599,311991,312646,313533,315199,315624,316875,317243,318943,320319,321815,321942,320913,319892,319564,319195,318683,317839,318337,319521,322386,323543,324969,326216,328359,330774,332486,335221,337914,341277,344700,349012,353744,358113,364733,370832,377325,381710,387983,394380,401496,407909,414767,420928,426691,430860,434212,437904,442688
753895,211,"Lafayette-West Lafayette, IN",Msa,IN,151663,152868,154244,155410,156279,156878,157683,158231,158630,158956,159810,160692,161489,161916,162409,163561,164807,166034,166421,167247,168172,169333,170400,171504,172727,174005,175115,176204,177069,178249,179140,179996,180972,182441,184059,185940,188236,190699,193699,196630,199437,201947,205003,208360,211733,214665,217435,220817,224333,228322,231550,234127
394378,212,"Bellingham, WA",Msa,WA,379979,382113,384643,390201,394730,399220,402045,404773,406856,410693,413556,415522,418452,422163,426123,427778,428542,429342,430563,431814,434015,435667,438314,441905,445665,447852,449762,452145,454222,453293,453796,458753,465551,475067,482358,491767,496964,507333,513707,523370,526516,537630,547757,563936,577060,592016,603922,616088,628155,640835,650784,659643
394765,213,"Lake Havasu City, AZ",Msa,AZ,206256,207733,209020,210752,212230,214035,215319,217563,219940,222159,224746,227264,229462,231344,232611,233211,233781,234917,236907,238350,239337,240289,240879,242484,244911,248351,250536,252155,252676,253598,255179,257992,262399,267303,272275,277309,281753,286866,292652,299634,308110,317264,326848,335087,342151,349092,356233,363477,367577,369703,372242,378447
395047,214,"Saginaw, MI",Msa,MI,89885,90210,90611,90329,90286,90070,90638,91063,91393,91679,92148,93068,93811,94665,95387,96099,96551,97412,97894,98603,99076,99980,100716,100644,100588,100630,101483,102366,103600,104222,105115,105929,107436,108983,110468,112211,113986,116057,118071,119707,121853,124116,126731,128709,129735,131173,132620,134501,136249,137981,139954,141340
394763,215,"Lake Charles, LA",Msa,LA,194041,194245,194625,194314,194754,195721,196578,197197,197350,196707,195755,195111,194892,194032,192899,193013,194154,195669,196364,196763,196649,196518,196186,195886,196388,196738,196847,196056,194448,193685,194094,196461,196630,195632,193243,192355,192344,193453,194702,195554,196048,197144,198500,200112,201684,203578,205590,209146,212694,218692,222924,226214
394726,216,"Johnson City, TN",Msa,TN,142602,143346,144210,144662,144874,145338,146184,146817,147136,147396,147872,148611,148998,149339,149747,150359,150927,151348,151623,152029,152355,152680,152977,153604,154390,155335,156133,156976,157636,158105,158710,159125,159894,160199,161560,163032,,167890,170545,172700,175043,177618,180434,183933,187040,191378,195536,202205,208663,215112,216390,216829
394565,217,"Elkhart, IN",Msa,IN,147010,147562,148837,150413,152315,153290,154483,155479,156350,157132,158097,159596,160918,161918,162583,163011,162843,163160,163252,164424,165338,166527,167247,167120,167260,168065,169689,171383,172428,173346,174274,175169,176517,178235,180125,182408,184829,187226,189177,191292,194638,198349,202075,205206,207851,210338,213617,217565,222286,226933,232054,235954
395247,218,"Yuma, AZ",Msa,AZ,154135,154313,155170,156235,156972,157690,158724,159908,160269,160519,160940,160893,160619,161077,162324,163980,164447,164658,164498,164852,165042,165176,166156,168510,171570,172563,171566,171425,172161,174515,175597,177825,180023,182965,186463,190678,194680,199014,202977,207195,210876,214829,219451,224919,230614,235700,239326,243721,248579,253041,257427,261957
395011,219,"Racine, WI",Msa,WI,148819,149845,151081,152208,153209,153930,154703,155871,157342,158473,159804,161354,163098,164598,166004,167145,167448,167110,167090,167774,168560,169147,169501,169635,169989,170203,170768,170871,171155,171622,172846,174364,175794,176795,178842,181309,185908,189695,193037,194657,196816,199070,201727,204424,207343,209531,211002,213953,217323,220107,220870,220735
394346,220,"Athens, GA",Msa,GA,194424,194704,195020,196584,198266,199808,200990,202425,203887,205051,206234,207005,208245,209234,210863,212147,213608,214665,215561,216264,217970,220235,221139,221777,222502,224867,225980,227091,227988,229349,230478,231979,233839,235681,237378,238482,240028,241662,244073,246721,249815,254418,259144,264233,268552,274242,280056,287015,293228,300641,305533,310487
395162,221,"Torrington, CT",Msa,CT,253660,253021,252872,252785,253849,254534,255754,256665,256773,256376,255708,254848,253902,253094,254082,255744,257689,257997,258016,258278,258683,259006,259047,259463,258873,258518,258747,260272,262173,264075,266702,270405,275385,280781,286372,291114,296679,303185,310786,317590,322661,327798,333300,338340,342072,343602,346240,348445,349962,352426,355198,360406
395118,222,"St. Cloud, MN",Msa,MN,197514,198451,199670,201230,202778,204250,205637,206419,207672,208732,209962,210963,211751,211420,211017,211489,213108,215036,216613,217582,218379,218235,217782,216906,216726,215753,216580,217593,220221,222081,224133,226563,228093,229794,231488,233504,236629,239475,242483,244816,248285,252703,257370,260988,263948,266857,269594,272480,274489,276659,280612,284497
394681,223,"Hilton Head Island, SC",Msa,SC,308529,309174,310432,311571,312360,313686,315180,316615,318073,319223,320670,321286,321172,320915,321496,323076,324278,324487,324496,324462,324684,324813,325484,326280,327418,329219,330901,331831,332041,332050,333006,334032,336630,339181,342464,344996,348378,351145,355378,359107,365788,372479,381485,391271,401910,413706,424434,436160,447404,457904,469127,480401
753869,224,"Bloomington, IL",Msa,IL,155467,154994,154674,154683,154916,155125,155053,155037,154796,154519,154305,154324,154355,154282,154083,153772,153793,153793,153993,154078,154537,155008,155572,155836,156064,156411,156750,156971,157039,157205,157623,158412,159438,160478,161419,162303,163498,165532,167361,168807,169747,171670,174237,176902,179073,181202,183115,185370,187512,190604,194621,199219
394680,225,"Hilo, HI",Msa,HI,366850,368294,368085,366871,366111,366225,367980,367526,367034,365371,365399,366496,370543,374668,379635,380486,381118,380674,382931,385906,388246,389186,388558,388458,388777,389927,391671,395280,398869,401742,402786,402935,403053,404293,407041,411145,415414,419900,426063,433637,442819,452997,464219,477619,490942,504082,515573,526331,534977,545550,558229,575041
394960,226,"Panama City, FL",Msa,FL,200199,201550,202964,205140,206794,208133,209239,210551,212055,214503,215342,215568,213271,212307,211245,211615,211609,211678,212384,213258,214396,215168,216777,218538,222482,225970,229374,230127,229999,229492,229515,230060,230952,232521,234111,235718,237832,240794,244232,247774,251945,256415,261444,267187,273994,280042,285221,289774,295658,302358,309799,316426
394748,227,"Kingston, NY",Msa,NY,215036,215701,214871,214792,216034,219322,223554,226371,228271,229738,231390,233313,234057,235062,236532,238786,240396,240454,240645,241628,243477,244583,244688,244685,244778,245210,245263,245321,245488,246517,248907,253791,262910,272303,281080,287130,294431,302340,309993,315851,322651,328685,335781,340542,345722,349984,354724,357828,360452,362211,365015,366567
394519,228,"Daphne, AL",Msa,AL,192976,194079,195376,196113,197880,199611,202521,204583,206566,207941,209060,210264,211340,212268,212936,213649,214195,214786,215093,215778,216257,217137,218249,219933,221573,222825,224117,225593,227155,228302,228783,230022,232018,234738,237167,239302,241484,244269,246559,250061,253711,260033,265876,271993,278265,284507,290856,296445,302702,308909,314040,318512
394623,229,"Gainesville, GA",Msa,GA,219419,220111,221889,223517,225472,225910,226804,227500,229117,230569,231864,234032,235279,236750,236890,237346,236951,237493,238025,239278,240187,240887,241039,241286,242581,244253,245646,246718,247617,248702,249793,251617,254127,257044,259758,263008,266302,269717,273758,277397,282885,288453,296702,305437,313476,321739,330771,340172,349363,358216,365250,371852
395202,230,"Warner Robins, GA",Msa,GA,134894,135648,136175,136772,137252,137720,138229,138901,139553,140320,140982,141765,142331,142956,143567,144147,144537,144870,145264,145910,146634,147310,147609,147922,148065,148549,148945,149716,150392,151172,151918,152841,153759,154771,155796,156775,157871,159153,160680,162291,163823,165545,167329,169528,171716,174072,176332,179191,182014,184932,188159,191602
394392,231,"Blacksburg, VA",Msa,VA,181511,181988,182449,183085,183713,184333,184816,185354,186017,186841,187485,188118,188784,189870,190981,192201,193499,194798,196188,197517,198929,199658,,,197285,197547,197883,198306,199010,199849,200829,201593,202456,203719,205888,208000,211301,214178,216978,218742,220447,222551,224386,226459,228189,229822,231184,234801,238220,241593,242743,243871
394716,232,"Jacksonville, NC",Msa,NC,151489,152666,153214,153581,153884,154561,155552,156542,157573,158227,159210,160468,162118,163625,164789,166064,167207,168545,169724,170524,171416,172528,173808,174531,174983,175194,175714,175456,175437,174988,175657,176498,177932,179134,180697,182037,183594,185208,187032,188751,190482,192961,196273,200217,203595,206673,209854,213359,216788,219933,223265,227001
395018,233,"Redding, CA",Msa,CA,259244,259258,259625,261186,263347,264275,263845,263531,264524,266459,268253,269761,271167,272716,273274,274538,276707,280048,281556,281664,281870,282282,282759,283308,283021,282832,281886,283843,285542,286096,287092,289643,294516,299945,304415,309107,311875,315135,319702,326806,334484,341822,350518,358176,364717,365514,366299,367968,370619,374515,377115,382229
394872,234,"Monroe, LA",Msa,LA,135000,135144,135413,135848,136102,136101,136052,136277,136378,136655,136893,136804,136775,136722,137290,137685,137984,137988,138086,137955,137731,137280,137138,137389,137900,138338,138625,138762,138549,138479,138869,139772,140792,141598,142715,143551,144650,145564,146539,146994,147490,148572,150794,153360,155508,156719,157438,159224,160800,163020,163852,165695
394729,235,"Joplin, MO",Msa,MO,119924,120690,121269,121903,122478,123080,123696,124367,124754,125073,125456,126144,126828,127608,128379,129281,129944,130473,130914,131191,131537,132921,,132238,,,135580,136789,136621,137109,137999,138433,139051,139573,140983,142624,144530,146173,147491,148508,149403,150146,151391,152798,154501,156265,158710,161738,164942,168143,171805,174993
394559,236,"El Centro, CA",Msa,CA,202506,203766,203070,204976,207574,210185,210518,211876,213425,215871,217434,218055,217625,216850,216825,218165,219301,220672,221368,221339,219614,219020,219461,221797,223105,224439,225370,224884,224233,224853,228058,233399,239370,244403,248313,249798,251133,253827,260764,271320,280554,286996,291453,294596,299067,302108,305610,308710,311098,316660,319830,324326
395151,237,"Terre Haute, IN",Msa,IN,88840,89475,90087,90618,91080,91543,91956,92431,92862,93065,93294,93569,94059,94490,94972,95422,95799,96098,96426,96799,,,95719,,97704,97830,97973,98109,98337,98543,98759,99024,99351,99825,100832,101787,103549,104966,107025,107947,108980,109292,109918,111113,112309,113819,114658,116127,117350,118605,119640,120749
394896,238,"Muskegon, MI",Msa,MI,120915,122599,124263,125289,126149,126771,127973,129046,130376,131461,132919,134614,136468,138090,139184,140271,140873,141169,141010,141189,141520,142339,143122,144333,145506,147277,148954,150219,151364,152255,153543,154573,155860,157476,159149,160763,162358,164712,167814,171150,174814,178713,182734,185856,188911,191309,194142,196551,199781,203054,205712,208193
394553,239,"East Stroudsburg, PA",Msa,PA,152352,152757,153967,155576,157239,158452,159595,160658,161680,162614,163468,164436,165055,165685,166534,167985,169456,170676,171655,172367,173256,173984,175025,175780,176432,177277,178192,179096,179583,179969,181614,184307,,192165,196310,200754,204902,209678,215853,222774,228988,235214,243490,251965,258680,262439,266152,270126,274176,278128,282057,285541
395102,240,"Sioux City, IA",Msa,IA,137585,137842,138355,139260,140146,140494,140728,140913,141643,142439,143234,143954,144622,145440,146193,147062,147708,148407,149113,149929,,147258,145566,145871,146156,146603,146852,147015,146982,147192,147482,147631,148266,147947,148375,148263,150357,152418,154684,157008,158945,161968,163031,164730,165898,168127,169774,171681,173182,174857,175572,176598
394651,241,"Greenville, NC",Msa,NC,144102,144524,145078,145623,145935,146321,146565,146988,147520,148312,149187,150047,150803,151512,151960,152570,152966,153705,154303,155090,155643,156191,156774,157398,157912,158511,159191,159954,160775,161634,162803,164059,165437,166946,168588,170245,172007,173711,175573,177127,178662,181237,,,194666,199029,204004,208045,211251,214164,217339,221388
395210,242,"Waterloo, IA",Msa,IA,141280,141573,142133,142819,143442,143876,144382,144725,145030,145303,145668,146129,146473,146910,147227,147654,148018,148434,148829,149035,149131,149112,149303,149514,149906,149961,150106,150221,150520,150782,151060,151283,151647,152181,153132,154076,154984,155882,156722,157582,158538,159808,161204,162566,164107,165613,167066,168868,170713,172817,174262,175157
394944,243,"Oshkosh, WI",Msa,WI,142235,142313,141652,142469,144312,146053,146104,145323,145226,145839,146877,147576,148146,148523,149198,149682,150365,151072,152062,153157,154271,155842,156916,158078,158858,159306,159904,159643,159540,159520,160741,162814,164704,166585,168484,170283,172326,174506,177070,180109,183423,186753,189200,190826,192102,193485,195197,196949,199656,202997,206537,208934
395246,244,"Yuba City, CA",Msa,CA,277226,279513,282354,285905,287072,287159,288062,289327,291098,291742,293329,294087,296009,297212,297847,298496,300119,302298,304079,305761,307855,309713,310804,310854,311923,311970,314129,316470,319680,320795,320905,321667,324572,330284,336370,341928,344000,347504,350603,354341,359973,368855,381809,394266,404339,410737,415061,420087,424928,430660,434366,438521
394299,245,"Abilene, TX",Msa,TX,125787,126830,128017,129080,130015,130764,131391,132014,132314,132926,133264,133841,134072,134328,134685,135183,135631,135861,136073,137085,138130,138795,137762,136837,136276,136900,137665,138431,139150,139965,140964,142143,143505,144929,146283,147298,148243,149158,150324,151749,153815,156067,158861,161023,163401,165550,168163,170295,172059,173928,176098,178635
394485,246,"Columbia, MO",Msa,MO,192856,193085,192835,192510,192414,192976,193849,194821,195236,195430,195469,195971,196574,197407,198109,198580,198736,198799,198863,199105,199889,201016,202446,203542,204289,204958,205983,207084,207923,208414,209080,210172,211603,212953,214177,216370,218565,221644,223399,226607,229998,234773,238501,241537,244311,247143,249567,251173,253877,258053,264564,269870
394539,247,"Dover, DE",Msa,DE,215626,217113,218491,218973,219042,219164,219520,219791,219805,220323,221991,223912,225947,226092,226303,226304,227381,228720,229773,230877,231651,232174,232316,232895,234151,235810,237081,238165,239010,240171,241280,242761,244768,247299,249927,252303,254647,257247,260293,263343,267270,271677,277037,282590,287506,291758,294911,298301,302010,306151,310124,314128
394555,248,"Eau Claire, WI",Msa,WI,169173,170355,171331,172807,173944,174420,174451,174690,175240,175926,176638,177037,177523,177843,178589,179278,179773,180493,181114,182748,183857,185258,186504,187925,189483,191132,192939,194483,195740,197122,198766,200537,202372,203855,205624,207273,209313,211768,213827,216002,218739,222610,226425,229371,232003,234521,236049,238153,239282,242389,245049,250326
394720,249,"Janesville, WI",Msa,WI,137229,138188,138735,139260,140220,141236,142553,143605,144398,144976,144975,145253,145586,146723,146698,147623,148534,150728,151548,151780,151758,152401,153559,154544,154970,156001,157273,158585,159228,159770,160818,162510,164479,167078,168840,170951,172456,174613,176838,179137,181365,184049,186176,188678,190756,193580,195455,197310,198752,199108,199111,200584
394710,250,"Jackson, MI",Msa,MI,128500,130452,131522,131798,132705,134033,135821,137602,139218,141010,142188,143027,144473,145008,146214,146580,146945,147173,147450,147773,148119,148420,148787,148677,149165,150635,152360,153686,154572,155695,156585,156733,156718,157492,159439,162013,164665,167352,169990,171947,173450,175119,177472,180003,182356,184607,186970,189739,192030,194449,195541,198495
395009,251,"Punta Gorda, FL",Msa,FL,218681,219101,219127,218717,219937,221673,222592,223502,225132,226219,226917,227777,229055,231436,232660,233682,233301,232885,233017,233158,233058,232783,233054,233265,232675,231580,232016,233213,235744,238172,240709,242661,244387,247128,250201,254156,257128,262120,265930,272340,278009,287494,297348,309126,319185,328473,337578,346207,355671,365787,381193,397300
