,RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2020_x,2/29/2020_x,3/31/2020_x,4/30/2020_x,5/31/2020_x,6/30/2020_x,7/31/2020_x,8/31/2020_x,9/30/2020_x,10/31/2020_x,11/30/2020_x,12/31/2020_x,1/31/2021_x,2/28/2021_x,3/31/2021_x,4/30/2021_x,5/31/2021_x,6/30/2021_x,7/31/2021_x,8/31/2021_x,9/30/2021_x,10/31/2021_x,11/30/2021_x,12/31/2021_x,1/31/2022_x,2/28/2022_x,3/31/2022_x,4/30/2022_x,2020-NowAvg,1/31/2020_y,2/29/2020_y,3/31/2020_y,4/30/2020_y,5/31/2020_y,6/30/2020_y,7/31/2020_y,8/31/2020_y,9/30/2020_y,10/31/2020_y,11/30/2020_y,12/31/2020_y,1/31/2021_y,2/28/2021_y,3/31/2021_y,4/30/2021_y,5/31/2021_y,6/30/2021_y,7/31/2021_y,8/31/2021_y,9/30/2021_y,10/31/2021_y,11/30/2021_y,12/31/2021_y,1/31/2022_y,2/28/2022_y,3/31/2022_y,4/30/2022_y,2020-NowAvgDays,POPESTIMATE2020
215,395068,105,"Santa Rosa, CA",Msa,CA,672552.0,682336.0,686392.0,683397.0,677906.0,672733.0,672659.0,677184.0,689815.0,701138.0,712727.0,721488.0,727171.0,730047.0,736280.0,747001.0,759258.0,770815.0,785035.0,799934.0,809464.0,809765.0,807651.0,802460.0,803059.0,809778.0,826796.0,844167,743536.0,54.0,42.0,36.0,47.0,47.0,48.0,53.0,47.0,45.0,43.0,45.0,47.0,49.0,40.0,42.0,38.0,38.0,40.0,40.0,39.0,40.0,41.0,42.0,42.0,40.0,33.0,32.0,34.0,42.285714285714285,174613
217,394761,107,"Lafayette, LA",Msa,LA,160629.0,161367.0,162189.0,162464.0,162469.0,162377.0,162987.0,163762.0,165028.0,166480.0,167427.0,167713.0,167546.0,168714.0,170156.0,171630.0,172365.0,173451.0,174985.0,176824.0,178579.0,180168.0,181547.0,183797.0,185559.0,187991.0,189462.0,191632,172117.7857142857,72.0,53.0,43.0,52.0,37.0,37.0,30.0,32.0,35.0,34.0,35.0,31.0,35.0,16.0,10.0,8.0,6.0,6.0,7.0,6.0,9.0,11.0,10.0,7.0,9.0,6.0,5.0,5.0,23.107142857142858,126535
219,394770,108,"Lansing, MI",Msa,MI,166461.0,167100.0,167883.0,168714.0,169687.0,170500.0,171559.0,172730.0,174200.0,175996.0,177830.0,179411.0,181072.0,182774.0,184794.0,187210.0,189823.0,192335.0,194288.0,196169.0,197959.0,199680.0,201835.0,204341.0,207080.0,209564.0,211565.0,213497,186287.75,95.0,62.0,58.0,67.0,60.0,54.0,58.0,57.0,61.0,57.0,57.0,63.0,63.0,40.0,45.0,44.0,40.0,46.0,46.0,51.0,53.0,56.0,51.0,52.0,58.0,42.0,39.0,38.0,54.035714285714285,117540
223,394590,109,"Fayetteville, AR",Msa,AR,200357.0,201256.0,201696.0,202148.0,202917.0,204436.0,206066.0,208434.0,210639.0,213106.0,215348.0,218243.0,221764.0,225819.0,230732.0,235019.0,240402.0,244933.0,250685.0,256110.0,261135.0,266126.0,270753.0,276263.0,281065.0,285543.0,290181.0,295475,236308.9642857143,53.0,50.0,45.0,50.0,53.0,46.0,45.0,43.0,45.0,50.0,44.0,46.0,47.0,42.0,43.0,39.0,43.0,45.0,41.0,43.0,42.0,39.0,46.0,43.0,37.0,42.0,41.0,37.0,44.285714285714285,89576
225,394971,110,"Pensacola, FL",Msa,FL,187487.0,189200.0,190680.0,192270.0,193573.0,195027.0,196043.0,197082.0,198603.0,200976.0,203686.0,206231.0,209169.0,211284.0,213970.0,216257.0,220497.0,225467.0,231617.0,237375.0,242834.0,247935.0,253363.0,258785.0,263767.0,268611.0,273563.0,279065,221586.32142857142,98.0,84.0,74.0,83.0,85.0,85.0,74.0,72.0,66.0,76.0,71.0,79.0,66.0,63.0,54.0,61.0,53.0,47.0,58.0,64.0,67.0,61.0,67.0,76.0,75.0,58.0,57.0,51.0,68.75,53142
227,395195,111,"Visalia, CA",Msa,CA,229305.0,231856.0,233428.0,236015.0,237855.0,240376.0,243188.0,246392.0,249450.0,251921.0,255188.0,258304.0,261342.0,263456.0,266637.0,270111.0,274212.0,280159.0,287817.0,295330.0,300948.0,305429.0,309376.0,313876.0,318269.0,321919.0,325474.0,330493,272790.21428571426,62.0,44.0,43.0,52.0,50.0,46.0,45.0,46.0,47.0,49.0,50.0,53.0,51.0,44.0,42.0,46.0,45.0,44.0,43.0,42.0,43.0,44.0,45.0,45.0,48.0,39.0,39.0,40.0,45.964285714285715,135007
229,395116,113,"Springfield, MO",Msa,MO,162705.0,163306.0,164234.0,165095.0,166036.0,166870.0,167800.0,169453.0,171370.0,173572.0,175779.0,178253.0,181012.0,183669.0,186032.0,187825.0,189632.0,191710.0,194303.0,197271.0,199965.0,205308.0,210421.0,216587.0,219899.0,223118.0,226530.0,230210,188141.60714285713,68.0,51.0,42.0,53.0,49.0,46.0,45.0,45.0,47.0,48.0,51.0,56.0,50.0,44.0,41.0,40.0,41.0,40.0,42.0,42.0,43.0,43.0,42.0,41.0,41.0,37.0,36.0,37.0,45.035714285714285,168090
230,395244,114,"York, PA",Msa,PA,200440.0,200747.0,201192.0,201751.0,201783.0,201856.0,201849.0,203930.0,206131.0,208987.0,211221.0,213670.0,216091.0,219009.0,223043.0,227175.0,232508.0,237144.0,240533.0,242772.0,244095.0,244899.0,245888.0,247187.0,250798.0,253848.0,258699.0,262188,224979.7857142857,82.0,52.0,47.0,70.0,69.0,48.0,49.0,50.0,62.0,37.0,49.0,53.0,53.0,48.0,44.0,46.0,47.0,49.0,50.0,49.0,50.0,52.0,49.0,54.0,52.0,45.0,43.0,42.0,51.464285714285715,43907
234,394502,115,"Corpus Christi, TX",Msa,TX,168432.0,169805.0,170659.0,171377.0,171922.0,172888.0,173698.0,174883.0,176341.0,178317.0,179564.0,180191.0,181516.0,183429.0,185571.0,186856.0,187755.0,189075.0,191469.0,194775.0,197939.0,199824.0,201385.0,202929.0,204832.0,206955.0,209538.0,211694,186557.82142857142,92.0,72.0,67.0,66.0,66.0,56.0,55.0,60.0,58.0,53.0,57.0,67.0,60.0,52.0,50.0,54.0,51.0,47.0,49.0,49.0,52.0,53.0,54.0,58.0,64.0,50.0,45.0,44.0,57.17857142857143,327248
235,394596,116,"Flint, MI",Msa,MI,125314.0,124902.0,124822.0,125677.0,126739.0,127483.0,128377.0,129428.0,131332.0,133837.0,135596.0,137983.0,141064.0,144024.0,146416.0,147899.0,149553.0,151816.0,154565.0,157452.0,159131.0,160008.0,161193.0,162302.0,164011.0,165782.0,168452.0,170287,144837.32142857142,74.0,57.0,41.0,87.0,58.0,45.0,48.0,47.0,50.0,50.0,50.0,56.0,50.0,37.0,39.0,40.0,39.0,41.0,41.0,42.0,45.0,48.0,48.0,51.0,54.0,37.0,36.0,35.0,48.07142857142857,94968
239,395019,117,"Reno, NV",Msa,NV,395774.0,398918.0,402913.0,404531.0,404193.0,402041.0,403628.0,407661.0,413216.0,419005.0,425888.0,434624.0,443901.0,454511.0,463352.0,473814.0,485991.0,500471.0,513758.0,524385.0,533756.0,541751.0,547736.0,553811.0,561388.0,570068.0,579615.0,588297,473178.46428571426,66.0,36.0,40.0,53.0,52.0,47.0,46.0,45.0,43.0,45.0,48.0,47.0,47.0,38.0,39.0,39.0,36.0,40.0,39.0,38.0,41.0,40.0,44.0,45.0,40.0,35.0,35.0,37.0,42.892857142857146,259290
241,394338,118,"Asheville, NC",Msa,NC,280769.0,281704.0,283231.0,284256.0,285615.0,286733.0,288406.0,290909.0,294087.0,297360.0,300227.0,303695.0,308371.0,313882.0,318850.0,323192.0,328120.0,333937.0,340858.0,347618.0,354964.0,361599.0,367786.0,373611.0,378694.0,384805.0,390262.0,397518,325037.8214285714,103.0,68.0,49.0,66.0,61.0,60.0,60.0,59.0,57.0,54.0,59.0,67.0,60.0,46.0,48.0,47.0,43.0,47.0,48.0,48.0,49.0,49.0,50.0,57.0,56.0,43.0,40.0,39.0,54.75,92852
243,394698,121,"Huntsville, AL",Msa,AL,197506.0,200711.0,203697.0,206476.0,207669.0,209049.0,210562.0,213500.0,216201.0,218894.0,221123.0,223474.0,226104.0,228769.0,231985.0,234993.0,239725.0,244655.0,250092.0,254461.0,259620.0,265455.0,270679.0,276186.0,281468.0,287521.0,292521.0,297659,238241.25,69.0,54.0,53.0,55.0,50.0,52.0,48.0,50.0,51.0,50.0,51.0,54.0,26.0,7.0,40.0,40.0,37.0,39.0,40.0,39.0,41.0,41.0,39.0,42.0,41.0,37.0,35.0,35.0,43.42857142857143,202964
244,394612,122,"Fort Wayne, IN",Msa,IN,153941.0,154902.0,155838.0,156837.0,158087.0,159272.0,159833.0,160437.0,161462.0,163315.0,165571.0,168085.0,170659.0,173135.0,175680.0,177818.0,179681.0,181666.0,184422.0,187453.0,190136.0,192415.0,194469.0,196778.0,199002.0,200988.0,202821.0,205885,176092.42857142858,58.0,47.0,36.0,43.0,50.0,23.0,38.0,41.0,40.0,40.0,39.0,42.0,28.0,32.0,34.0,35.0,34.0,35.0,34.0,35.0,36.0,36.0,36.0,37.0,36.0,32.0,31.0,33.0,37.17857142857143,272398
246,395050,123,"Salinas, CA",Msa,CA,613080.0,616305.0,619316.0,620122.0,624748.0,628098.0,632276.0,636464.0,644023.0,651914.0,658682.0,666401.0,674690.0,682775.0,692755.0,701768.0,713503.0,730460.0,753221.0,774728.0,788238.0,796033.0,802063.0,809384.0,815004.0,821533.0,828640.0,842452,708524.1428571428,87.0,49.0,44.0,64.0,60.0,50.0,54.0,48.0,51.0,50.0,49.0,53.0,55.0,45.0,46.0,46.0,42.0,44.0,44.0,44.0,47.0,45.0,47.0,49.0,47.0,40.0,37.0,41.0,49.214285714285715,154868
248,395183,124,"Vallejo, CA",Msa,CA,461419.0,461923.0,465612.0,467626.0,470644.0,471402.0,470293.0,470348.0,474851.0,482958.0,489966.0,495354.0,501183.0,508030.0,517042.0,525138.0,536173.0,547031.0,561700.0,575356.0,585239.0,590595.0,594844.0,602662.0,611495.0,619860.0,627058.0,632024,529208.0714285715,55.0,40.0,37.0,46.0,47.0,44.0,40.0,41.0,43.0,43.0,41.0,41.0,45.0,38.0,41.0,30.0,35.0,38.0,37.0,37.0,38.0,40.0,40.0,41.0,37.0,35.0,32.0,31.0,39.75,120747
250,395015,126,"Reading, PA",Msa,PA,195283.0,196394.0,197523.0,198342.0,198896.0,199281.0,200326.0,202000.0,204022.0,206237.0,208522.0,211235.0,213640.0,216123.0,217746.0,220321.0,222612.0,226278.0,229742.0,233728.0,237540.0,241264.0,244829.0,248136.0,251751.0,255746.0,259705.0,263279,221446.4642857143,72.0,56.0,47.0,72.0,69.0,49.0,49.0,53.0,61.0,38.0,51.0,55.0,59.0,50.0,48.0,49.0,49.0,50.0,52.0,52.0,53.0,52.0,51.0,56.0,56.0,51.0,47.0,43.0,53.214285714285715,88217
254,394421,127,"Brownsville, TX",Msa,TX,106650.0,107887.0,108734.0,109431.0,110448.0,111549.0,112771.0,114354.0,116117.0,117827.0,118916.0,119753.0,120916.0,122570.0,124602.0,126702.0,129499.0,132283.0,134816.0,136822.0,138994.0,141523.0,144037.0,146758.0,149350.0,152263.0,155114.0,158294,127463.57142857143,64.0,45.0,45.0,54.0,57.0,63.0,48.0,36.0,26.0,30.0,24.0,37.0,43.0,35.0,31.0,27.0,23.0,19.0,17.0,18.0,16.0,23.0,34.0,32.0,37.0,25.0,23.0,19.0,33.964285714285715,183428
256,394746,128,"Killeen, TX",Msa,TX,162598.0,163289.0,163916.0,164439.0,165228.0,166215.0,167410.0,168761.0,170272.0,172058.0,174182.0,175958.0,178143.0,180241.0,183165.0,186782.0,190944.0,195341.0,199914.0,204773.0,209860.0,215203.0,220269.0,225647.0,230375.0,235784.0,241318.0,246849,191390.5,62.0,49.0,42.0,52.0,46.0,46.0,44.0,43.0,42.0,42.0,42.0,43.0,42.0,39.0,44.0,39.0,40.0,41.0,41.0,39.0,42.0,41.0,40.0,42.0,41.0,37.0,35.0,36.0,42.57142857142857,153991
258,394439,129,"Canton, OH",Msa,OH,137366.0,138144.0,139289.0,140342.0,141005.0,141296.0,141761.0,142904.0,144724.0,146464.0,148428.0,150165.0,151867.0,153435.0,155114.0,157486.0,160155.0,163072.0,164933.0,166368.0,167270.0,168808.0,170646.0,172836.0,174879.0,176822.0,178755.0,180657,156249.67857142858,81.0,54.0,53.0,60.0,57.0,50.0,46.0,49.0,49.0,48.0,53.0,58.0,57.0,41.0,41.0,41.0,41.0,42.0,41.0,42.0,44.0,46.0,47.0,52.0,49.0,39.0,37.0,36.0,48.357142857142854,69963
262,394372,130,"Beaumont, TX",Msa,TX,132160.0,132223.0,132107.0,132582.0,133612.0,134918.0,136100.0,136850.0,137839.0,138500.0,139397.0,139888.0,140827.0,141875.0,143129.0,144221.0,144900.0,145773.0,146860.0,148424.0,149608.0,150590.0,151310.0,152968.0,154659.0,156748.0,158198.0,159517,143420.82142857142,99.0,53.0,55.0,68.0,62.0,55.0,63.0,62.0,85.0,70.0,68.0,72.0,86.0,56.0,68.0,53.0,55.0,55.0,53.0,56.0,68.0,55.0,60.0,72.0,61.0,53.0,50.0,47.0,62.857142857142854,115473
264,394820,131,"Manchester, NH",Msa,NH,325952.0,328585.0,332445.0,335990.0,336672.0,336879.0,338020.0,341525.0,346663.0,351311.0,357572.0,363422.0,369367.0,374453.0,378514.0,386254.0,394612.0,404617.0,411992.0,419353.0,422870.0,426836.0,430680.0,437246.0,444453.0,451399.0,459302.0,464729,384704.03571428574,17.0,9.0,6.0,9.0,6.0,6.0,5.0,6.0,10.0,18.0,7.0,8.0,7.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,7.285714285714286,112546
268,395048,132,"Salem, OR",Msa,OR,318623.0,321119.0,322642.0,323248.0,323223.0,324640.0,326950.0,330300.0,334022.0,338505.0,342961.0,347564.0,351895.0,356455.0,362048.0,368573.0,377260.0,385670.0,394220.0,401152.0,406842.0,411381.0,415286.0,419290.0,423817.0,428259.0,433338.0,439025,368868.14285714284,89.0,54.0,44.0,54.0,51.0,50.0,49.0,47.0,48.0,52.0,50.0,53.0,47.0,30.0,40.0,41.0,40.0,42.0,44.0,43.0,44.0,46.0,44.0,48.0,44.0,40.0,37.0,38.0,46.75,175891
269,394972,135,"Peoria, IL",Msa,IL,115332.0,115612.0,115855.0,115947.0,115734.0,115483.0,115609.0,116397.0,117121.0,117734.0,118302.0,119056.0,119731.0,120445.0,121296.0,122349.0,123833.0,125350.0,126951.0,128344.0,129856.0,131260.0,132551.0,133578.0,134678.0,135810.0,136972.0,138096,123545.78571428571,120.0,109.0,77.0,88.0,79.0,66.0,69.0,64.0,69.0,64.0,75.0,75.0,76.0,72.0,51.0,44.0,46.0,47.0,47.0,49.0,53.0,56.0,55.0,53.0,60.0,45.0,41.0,36.0,63.785714285714285,109428
271,394898,136,"Myrtle Beach, SC",Msa,SC,233941.0,233594.0,234625.0,235704.0,237669.0,239086.0,241050.0,243149.0,245307.0,247796.0,250193.0,253016.0,255181.0,257776.0,260455.0,263765.0,268033.0,273652.0,279489.0,287735.0,296787.0,306977.0,315580.0,324696.0,333366.0,339633.0,345082.0,352423,273420.0,97.0,65.0,59.0,97.0,87.0,81.0,72.0,65.0,67.0,65.0,69.0,74.0,71.0,55.0,55.0,49.0,48.0,49.0,49.0,48.0,49.0,49.0,50.0,54.0,60.0,46.0,44.0,42.0,61.285714285714285,35555
273,394875,137,"Montgomery, AL",Msa,AL,138282.0,138835.0,139149.0,139259.0,139825.0,140635.0,141602.0,142428.0,143701.0,144884.0,146172.0,147541.0,149104.0,150397.0,151434.0,152619.0,154120.0,156391.0,158865.0,161552.0,163576.0,165524.0,167213.0,169091.0,170960.0,173427.0,176235.0,179121,153640.7857142857,91.0,69.0,65.0,72.0,67.0,68.0,67.0,65.0,75.0,71.0,71.0,74.0,80.0,50.0,47.0,48.0,46.0,49.0,48.0,49.0,49.0,49.0,45.0,48.0,44.0,39.0,37.0,40.0,57.964285714285715,196268
275,395051,138,"Salisbury, MD",Msa,DE,259535.0,260667.0,261689.0,262597.0,262921.0,263881.0,265408.0,267668.0,270418.0,273567.0,276868.0,279738.0,282407.0,284627.0,289014.0,295040.0,302122.0,308476.0,314204.0,321007.0,327996.0,334849.0,340655.0,345144.0,349449.0,354610.0,360873.0,366429,299352.10714285716,114.0,78.0,74.0,92.0,94.0,89.0,78.0,70.0,70.0,46.0,64.0,75.0,71.0,59.0,52.0,53.0,50.0,54.0,54.0,54.0,55.0,57.0,57.0,67.0,67.0,51.0,44.0,45.0,65.5,33017
277,394658,139,"Gulfport, MS",Msa,MS,142989.0,143690.0,144321.0,144937.0,145561.0,145986.0,146677.0,147362.0,148742.0,150124.0,151527.0,152792.0,153958.0,155187.0,156547.0,158208.0,160112.0,162251.0,165148.0,168179.0,171150.0,173564.0,176295.0,179225.0,182124.0,185143.0,187492.0,190683,160356.2142857143,82.0,64.0,38.0,43.0,72.0,72.0,62.0,76.0,47.0,55.0,64.0,74.0,63.0,45.0,40.0,44.0,41.0,42.0,47.0,42.0,52.0,47.0,43.0,51.0,47.0,41.0,42.0,41.0,52.75,71438
279,395146,140,"Tallahassee, FL",Msa,FL,188557.0,189606.0,190704.0,191611.0,192120.0,192709.0,193355.0,194225.0,195610.0,196897.0,199613.0,202221.0,204986.0,206647.0,208563.0,210555.0,214512.0,218509.0,222673.0,226078.0,228965.0,231343.0,232761.0,235969.0,240138.0,244766.0,248554.0,252110,212655.60714285713,63.0,61.0,54.0,60.0,65.0,59.0,55.0,55.0,54.0,54.0,55.0,55.0,54.0,42.0,45.0,44.0,44.0,45.0,46.0,48.0,53.0,54.0,51.0,56.0,53.0,41.0,40.0,38.0,51.57142857142857,196326
281,395164,141,"Trenton, NJ",Msa,NJ,266106.0,267577.0,268847.0,270530.0,269328.0,269852.0,269714.0,272067.0,274624.0,279031.0,282816.0,285990.0,287926.0,290717.0,294439.0,299202.0,305598.0,311126.0,317556.0,323006.0,328007.0,332008.0,334448.0,338464.0,341579.0,345412.0,349340.0,356280,301128.21428571426,116.0,79.0,65.0,86.0,86.0,72.0,67.0,63.0,73.0,68.0,76.0,91.0,73.0,67.0,59.0,58.0,60.0,67.0,67.0,66.0,72.0,68.0,64.0,77.0,78.0,57.0,53.0,56.0,70.85714285714286,82957
285,394589,142,"Fayetteville, NC",Msa,NC,137052.0,137502.0,138023.0,138258.0,138609.0,139291.0,140334.0,141514.0,142733.0,144491.0,146082.0,147983.0,149566.0,151627.0,153482.0,155185.0,157012.0,159417.0,162521.0,165427.0,167929.0,170123.0,172165.0,174328.0,176660.0,179118.0,181847.0,184762,155465.75,66.0,48.0,45.0,51.0,47.0,46.0,44.0,43.0,44.0,44.0,43.0,45.0,46.0,40.0,40.0,41.0,41.0,45.0,47.0,45.0,47.0,46.0,46.0,47.0,47.0,41.0,38.0,39.0,45.07142857142857,211705
287,394576,145,"Eugene, OR",Msa,OR,322764.0,326886.0,331272.0,333690.0,334552.0,332513.0,331977.0,333421.0,337746.0,342757.0,349430.0,355034.0,362142.0,367853.0,373493.0,379342.0,385255.0,395202.0,403571.0,411205.0,416421.0,421900.0,427463.0,431426.0,436592.0,442858.0,449885.0,455929,378306.39285714284,50.0,39.0,37.0,47.0,46.0,45.0,42.0,44.0,45.0,47.0,43.0,44.0,44.0,38.0,39.0,38.0,38.0,39.0,40.0,39.0,40.0,41.0,44.0,45.0,40.0,36.0,36.0,36.0,41.5,173236
289,395033,146,"Rockford, IL",Msa,IL,123974.0,124000.0,124454.0,124862.0,125767.0,126594.0,126693.0,126438.0,127012.0,128160.0,129747.0,131770.0,133222.0,135180.0,136630.0,139231.0,142123.0,145247.0,148132.0,150640.0,152381.0,154100.0,155116.0,156776.0,158125.0,161726.0,164311.0,167300,139989.67857142858,82.0,57.0,55.0,59.0,55.0,49.0,49.0,51.0,52.0,48.0,50.0,54.0,54.0,44.0,44.0,42.0,43.0,46.0,45.0,49.0,46.0,46.0,46.0,51.0,54.0,43.0,40.0,38.0,49.714285714285715,144835
290,395070,147,"Savannah, GA",Msa,GA,203560.0,203479.0,203370.0,203154.0,203679.0,204078.0,204835.0,205686.0,206567.0,207827.0,209494.0,211449.0,213437.0,215499.0,218153.0,221391.0,225107.0,229024.0,233394.0,238171.0,242950.0,247978.0,253177.0,258930.0,263817.0,269516.0,273624.0,279622,226820.2857142857,78.0,52.0,48.0,59.0,57.0,56.0,52.0,52.0,57.0,53.0,62.0,66.0,62.0,50.0,43.0,44.0,40.0,41.0,40.0,41.0,40.0,39.0,38.0,42.0,44.0,38.0,36.0,36.0,48.785714285714285,143632
292,394332,148,"Ann Arbor, MI",Msa,MI,308391.0,309351.0,309639.0,310927.0,311040.0,312184.0,312646.0,314178.0,316312.0,319498.0,322390.0,323799.0,324285.0,325938.0,328095.0,331995.0,336314.0,341666.0,346505.0,350774.0,353361.0,355223.0,356572.0,359320.0,362661.0,367901.0,374743.0,381551,334544.96428571426,94.0,53.0,45.0,69.0,53.0,51.0,59.0,61.0,52.0,23.0,65.0,77.0,68.0,39.0,42.0,42.0,40.0,43.0,44.0,53.0,60.0,47.0,46.0,57.0,60.0,32.0,36.0,35.0,51.642857142857146,119280
296,394927,149,"Ocala, FL",Msa,FL,167928.0,168294.0,168616.0,169641.0,171069.0,172481.0,172906.0,173630.0,174507.0,176080.0,177964.0,179553.0,181008.0,182910.0,185258.0,188746.0,192522.0,197241.0,201251.0,205954.0,210841.0,216453.0,222270.0,228487.0,235142.0,242247.0,249669.0,257228,195353.42857142858,83.0,63.0,58.0,71.0,71.0,67.0,61.0,58.0,57.0,56.0,54.0,58.0,62.0,49.0,48.0,48.0,45.0,47.0,46.0,47.0,47.0,47.0,47.0,50.0,48.0,43.0,43.0,41.0,54.107142857142854,61669
298,394732,150,"Kalamazoo, MI",Msa,MI,178467.0,179480.0,180260.0,181079.0,181305.0,181780.0,182831.0,184617.0,187045.0,189556.0,192158.0,194282.0,196377.0,197303.0,199769.0,202221.0,206496.0,209849.0,213349.0,216684.0,219130.0,221258.0,222006.0,222684.0,223966.0,227027.0,229635.0,232522,201897.7142857143,81.0,62.0,45.0,73.0,61.0,19.0,8.0,49.0,50.0,50.0,50.0,51.0,55.0,46.0,44.0,45.0,45.0,44.0,46.0,46.0,49.0,50.0,50.0,51.0,52.0,43.0,41.0,37.0,47.964285714285715,76009
302,394901,151,"Naples, FL",Msa,FL,400687.0,400413.0,401707.0,404201.0,406863.0,407633.0,409071.0,411617.0,416632.0,421660.0,427647.0,432663.0,438053.0,442807.0,449589.0,460630.0,475356.0,490379.0,507837.0,525045.0,545590.0,565676.0,586441.0,604243.0,621212.0,642734.0,669121.0,701421,488104.5714285714,111.0,86.0,87.0,109.0,117.0,99.0,95.0,92.0,88.0,75.0,77.0,79.0,75.0,59.0,55.0,54.0,53.0,53.0,52.0,51.0,51.0,49.0,49.0,49.0,48.0,43.0,47.0,47.0,69.64285714285714,21988
304,395107,152,"South Bend, IN",Msa,IN,136209.0,136897.0,138239.0,140820.0,142380.0,143675.0,144195.0,144893.0,146115.0,147812.0,149514.0,151463.0,153910.0,155813.0,157465.0,158546.0,161695.0,164898.0,168398.0,171447.0,174168.0,176654.0,179367.0,182100.0,186011.0,188770.0,191829.0,193867,160255.35714285713,61.0,67.0,39.0,45.0,50.0,28.0,41.0,48.0,43.0,46.0,45.0,60.0,50.0,39.0,37.0,38.0,37.0,39.0,40.0,40.0,40.0,38.0,42.0,46.0,40.0,35.0,34.0,36.0,43.0,101868
306,395109,153,"Spartanburg, SC",Msa,SC,161610.0,162419.0,163522.0,164487.0,165747.0,166894.0,168005.0,168893.0,169972.0,171546.0,173186.0,174809.0,176601.0,178770.0,181076.0,184052.0,186855.0,190336.0,193438.0,197422.0,201462.0,205517.0,209157.0,212919.0,216679.0,220957.0,225452.0,229483,186473.7857142857,95.0,73.0,62.0,68.0,75.0,71.0,60.0,54.0,45.0,64.0,52.0,62.0,62.0,53.0,55.0,47.0,48.0,38.0,42.0,46.0,45.0,45.0,47.0,49.0,46.0,42.0,39.0,37.0,54.357142857142854,37317
308,394579,154,"Evansville, IN",Msa,IN,144648.0,145416.0,145741.0,146369.0,146902.0,147756.0,148468.0,149321.0,150645.0,152529.0,154742.0,156990.0,159365.0,161339.0,163425.0,165078.0,167506.0,169973.0,172536.0,174438.0,175769.0,176770.0,178472.0,180566.0,183031.0,185125.0,187481.0,189433,163565.5,67.0,49.0,45.0,39.0,63.0,26.0,45.0,45.0,50.0,45.0,50.0,50.0,41.0,36.0,39.0,40.0,38.0,39.0,39.0,39.0,42.0,40.0,40.0,41.0,40.0,35.0,34.0,35.0,42.57142857142857,118407
310,394747,155,"Kingsport, TN",Msa,TN,134469.0,135203.0,135938.0,136322.0,136751.0,137265.0,138121.0,138940.0,139977.0,140924.0,142779.0,144380.0,146453.0,147754.0,149176.0,150339.0,151744.0,153861.0,156097.0,158556.0,160742.0,162879.0,165305.0,168549.0,172442.0,176229.0,177902.0,179134,151365.39285714287,100.0,71.0,51.0,59.0,62.0,54.0,59.0,50.0,53.0,56.0,55.0,54.0,61.0,45.0,44.0,46.0,44.0,46.0,46.0,45.0,48.0,50.0,50.0,51.0,53.0,44.0,40.0,40.0,52.75,54112
311,394646,157,"Green Bay, WI",Msa,WI,186452.0,187867.0,189130.0,190565.0,191338.0,192480.0,193444.0,195656.0,197497.0,199525.0,201877.0,204479.0,207243.0,209528.0,213310.0,216958.0,221105.0,223697.0,225753.0,227664.0,229598.0,231726.0,233432.0,234725.0,236899.0,239621.0,243400.0,247173,213290.7857142857,98.0,70.0,66.0,66.0,57.0,57.0,64.0,56.0,62.0,55.0,62.0,59.0,62.0,58.0,51.0,51.0,50.0,50.0,52.0,53.0,52.0,55.0,56.0,57.0,69.0,63.0,48.0,43.0,58.642857142857146,103836
315,394796,158,"Lincoln, NE",Msa,NE,210219.0,210344.0,211277.0,211899.0,213189.0,214081.0,215670.0,217789.0,220385.0,223407.0,225866.0,228177.0,230570.0,233290.0,236170.0,239385.0,243297.0,247281.0,250702.0,253419.0,255807.0,257646.0,259413.0,261747.0,264278.0,267014.0,270151.0,273855,237368.85714285713,76.0,52.0,42.0,49.0,53.0,49.0,48.0,50.0,40.0,47.0,50.0,51.0,35.0,4.0,43.0,42.0,42.0,42.0,42.0,44.0,45.0,43.0,43.0,49.0,42.0,38.0,38.0,36.0,44.107142857142854,290505
317,394602,159,"Fort Collins, CO",Msa,CO,430348.0,431428.0,432735.0,435320.0,437487.0,438770.0,439134.0,440200.0,442061.0,445724.0,449418.0,453743.0,458247.0,463767.0,469050.0,474496.0,482766.0,494639.0,506470.0,517791.0,526491.0,534433.0,541824.0,550723.0,560302.0,569688.0,578784.0,589409,485544.5714285714,57.0,45.0,38.0,52.0,45.0,49.0,48.0,47.0,50.0,49.0,50.0,51.0,53.0,43.0,38.0,39.0,34.0,35.0,42.0,42.0,36.0,38.0,40.0,39.0,38.0,40.0,38.0,31.0,43.107142857142854,168234
319,395179,160,"Utica, NY",Msa,NY,138750.0,139496.0,139789.0,139954.0,139535.0,139251.0,139245.0,139992.0,140828.0,141752.0,143181.0,145225.0,147554.0,150413.0,152473.0,155718.0,159030.0,162516.0,165068.0,167089.0,170464.0,173110.0,174296.0,174029.0,174865.0,177353.0,180607.0,182591,155506.2142857143,155.0,111.0,97.0,112.0,91.0,73.0,76.0,88.0,92.0,92.0,102.0,117.0,134.0,107.0,79.0,74.0,74.0,78.0,85.0,88.0,91.0,93.0,95.0,113.0,127.0,105.0,80.0,73.0,96.5,59253
