,RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2020_x,2/29/2020_x,3/31/2020_x,4/30/2020_x,5/31/2020_x,6/30/2020_x,7/31/2020_x,8/31/2020_x,9/30/2020_x,10/31/2020_x,11/30/2020_x,12/31/2020_x,1/31/2021_x,2/28/2021_x,3/31/2021_x,4/30/2021_x,5/31/2021_x,6/30/2021_x,7/31/2021_x,8/31/2021_x,9/30/2021_x,10/31/2021_x,11/30/2021_x,12/31/2021_x,1/31/2022_x,2/28/2022_x,3/31/2022_x,4/30/2022_x,2020-NowAvg,1/31/2020_y,2/29/2020_y,3/31/2020_y,4/30/2020_y,5/31/2020_y,6/30/2020_y,7/31/2020_y,8/31/2020_y,9/30/2020_y,10/31/2020_y,11/30/2020_y,12/31/2020_y,1/31/2021_y,2/28/2021_y,3/31/2021_y,4/30/2021_y,5/31/2021_y,6/30/2021_y,7/31/2021_y,8/31/2021_y,9/30/2021_y,10/31/2021_y,11/30/2021_y,12/31/2021_y,1/31/2022_y,2/28/2022_y,3/31/2022_y,4/30/2022_y,2020-NowAvgDays,POPESTIMATE2020
660,394655,393,"Greenwood, SC",Msa,SC,118794.0,118921.0,119103.0,119608.0,120195.0,120847.0,121461.0,121474.0,121538.0,121589.0,122475.0,123286.0,125393.0,127371.0,129566.0,130996.0,132339.0,133735.0,134981.0,137842.0,140719.0,143814.0,145256.0,147786.0,149411.0,151735.0,152964.0,154647,131708.7857142857,69.0,31.0,19.0,14.0,29.0,46.0,29.0,14.0,14.0,19.0,15.0,29.0,37.0,11.0,16.0,6.0,7.0,9.0,7.0,9.0,10.0,16.0,6.0,13.0,8.0,16.0,7.0,7.0,18.321428571428573,23356
662,394311,400,"Albertville, AL",Msa,AL,133940.0,133683.0,133892.0,135102.0,137757.0,140488.0,142975.0,144768.0,146285.0,147568.0,148146.0,150254.0,152094.0,154408.0,157047.0,159555.0,161808.0,162392.0,163930.0,165919.0,168416.0,169724.0,171675.0,173459.0,177038.0,180599.0,184917.0,188804,156665.82142857142,59.0,60.0,62.0,82.0,75.0,57.0,53.0,69.0,57.0,85.0,62.0,65.0,59.0,58.0,49.0,48.0,50.0,47.0,47.0,50.0,54.0,51.0,59.0,55.0,60.0,48.0,47.0,40.0,57.42857142857143,21777
664,394462,405,"Cheyenne, WY",Msa,WY,303101.0,306241.0,309128.0,311272.0,313927.0,314473.0,315506.0,316505.0,317447.0,314607.0,312101.0,309923.0,311093.0,311717.0,312780.0,313329.0,314297.0,316432.0,320134.0,325627.0,330926.0,336586.0,341466.0,346566.0,351589.0,355679.0,358923.0,363268,323380.10714285716,58.0,40.0,40.0,43.0,46.0,45.0,49.0,44.0,51.0,56.0,52.0,52.0,45.0,42.0,42.0,43.0,39.0,40.0,43.0,41.0,42.0,42.0,45.0,48.0,45.0,38.0,37.0,36.0,44.42857142857143,64742
666,394907,406,"New Castle, PA",Msa,PA,109857.0,110575.0,110902.0,111111.0,110763.0,110545.0,110100.0,110703.0,110890.0,111673.0,111915.0,112630.0,113055.0,113974.0,114676.0,116732.0,119591.0,122899.0,125445.0,128309.0,131007.0,133617.0,134917.0,136293.0,137498.0,138846.0,141448.0,144273,120865.85714285714,125.0,115.0,55.0,142.0,122.0,91.0,86.0,84.0,66.0,84.0,93.0,84.0,86.0,113.0,67.0,50.0,54.0,54.0,52.0,62.0,59.0,68.0,68.0,73.0,101.0,70.0,51.0,59.0,79.78571428571429,21472
670,394410,407,"Brainerd, MN",Msa,MN,210691.0,209965.0,210729.0,210839.0,212685.0,213378.0,214998.0,216525.0,218007.0,219646.0,220804.0,221916.0,224640.0,228348.0,232134.0,234720.0,240227.0,246444.0,253196.0,256469.0,259450.0,261962.0,265728.0,270165.0,275626.0,279954.0,285324.0,289509,238717.10714285713,121.0,70.0,55.0,57.0,62.0,67.0,67.0,59.0,56.0,61.0,67.0,91.0,77.0,51.0,46.0,49.0,49.0,50.0,48.0,52.0,55.0,59.0,64.0,67.0,57.0,48.0,45.0,39.0,60.32142857142857,13449
674,395086,409,"Sevierville, TN",Msa,TN,252706.0,255748.0,258247.0,260857.0,262483.0,264104.0,266057.0,267988.0,269941.0,272394.0,276147.0,281039.0,286515.0,292261.0,299315.0,307140.0,318243.0,330708.0,343561.0,353369.0,363689.0,375559.0,387759.0,399384.0,410549.0,423988.0,430900.0,437648,319582.10714285716,57.0,46.0,44.0,57.0,59.0,67.0,60.0,62.0,50.0,47.0,49.0,50.0,50.0,45.0,45.0,46.0,47.0,49.0,54.0,52.0,56.0,50.0,53.0,53.0,54.0,49.0,46.0,44.0,51.464285714285715,18426
676,394882,412,"Moses Lake, WA",Msa,WA,225745.0,227165.0,228512.0,230237.0,232299.0,234452.0,236494.0,239354.0,242856.0,247831.0,252403.0,256541.0,261188.0,266937.0,272324.0,276710.0,281197.0,287737.0,292759.0,298369.0,302950.0,310501.0,317659.0,325495.0,331165.0,336206.0,337403.0,338716,274685.89285714284,15.0,21.0,17.0,30.0,12.0,8.0,6.0,7.0,10.0,15.0,15.0,15.0,7.0,16.0,5.0,7.0,5.0,6.0,7.0,10.0,9.0,14.0,14.0,19.0,32.0,12.0,8.0,6.0,12.428571428571429,24274
678,395175,418,"Ukiah, CA",Msa,CA,399517.0,401003.0,403625.0,402231.0,402609.0,407169.0,415810.0,424703.0,433415.0,440801.0,446945.0,450796.0,450549.0,452302.0,457816.0,467688.0,471428.0,470886.0,474389.0,483963.0,493363.0,500604.0,513133.0,523829.0,529479.0,528280.0,523918.0,521792,460430.10714285716,75.0,38.0,37.0,33.0,22.0,33.0,36.0,23.0,18.0,15.0,19.0,29.0,21.0,16.0,16.0,11.0,11.0,17.0,14.0,11.0,16.0,15.0,19.0,28.0,28.0,22.0,14.0,15.0,23.285714285714285,15883
680,394809,420,"Lufkin, TX",Msa,TX,129290.0,129199.0,129250.0,129112.0,128757.0,128445.0,128239.0,128425.0,128896.0,129236.0,130068.0,130596.0,132725.0,135012.0,137483.0,138697.0,139935.0,141087.0,142415.0,143726.0,145401.0,146528.0,147300.0,150020.0,152869.0,156464.0,157810.0,159397,138442.2142857143,66.0,59.0,33.0,30.0,29.0,35.0,28.0,23.0,30.0,18.0,14.0,21.0,17.0,18.0,24.0,16.0,8.0,6.0,7.0,9.0,8.0,10.0,17.0,15.0,13.0,8.0,10.0,9.0,20.75,34955
682,394859,428,"Midland, MI",Msa,MI,148410.0,149396.0,149874.0,150493.0,151493.0,152904.0,154264.0,156153.0,157358.0,158609.0,160495.0,162074.0,165166.0,167530.0,170559.0,172540.0,175000.0,178998.0,183763.0,187266.0,188722.0,189885.0,192042.0,195145.0,198474.0,200751.0,202292.0,203378,172251.2142857143,90.0,45.0,44.0,58.0,9.0,46.0,48.0,51.0,51.0,49.0,56.0,58.0,63.0,56.0,48.0,39.0,37.0,36.0,48.0,52.0,49.0,42.0,44.0,52.0,47.0,41.0,39.0,33.0,47.535714285714285,41769
685,394988,430,"Pocatello, ID",Msa,ID,205727.0,207739.0,209445.0,212900.0,215849.0,218437.0,220570.0,222326.0,223499.0,222633.0,223016.0,226628.0,232814.0,238085.0,243825.0,247954.0,255332.0,261011.0,268260.0,274870.0,284207.0,294068.0,301809.0,305203.0,308051.0,309858.0,315323.0,320446,252495.89285714287,33.0,14.0,7.0,10.0,19.0,8.0,13.0,10.0,8.0,15.0,7.0,11.0,20.0,8.0,10.0,6.0,6.0,7.0,7.0,10.0,14.0,16.0,19.0,21.0,20.0,5.0,4.0,5.0,11.892857142857142,57029
686,394755,431,"Kokomo, IN",Msa,IN,118094.0,118612.0,118891.0,119645.0,120140.0,120757.0,120843.0,121520.0,122629.0,123874.0,125248.0,126122.0,126782.0,127520.0,129111.0,131362.0,133674.0,135855.0,138058.0,140546.0,142746.0,144284.0,145257.0,146730.0,148888.0,151166.0,153067.0,154796,132364.89285714287,44.0,39.0,31.0,19.0,29.0,16.0,21.0,18.0,13.0,19.0,12.0,19.0,43.0,33.0,36.0,39.0,37.0,38.0,38.0,37.0,39.0,37.0,43.0,37.0,40.0,35.0,34.0,35.0,31.464285714285715,58243
688,394641,432,"Grants Pass, OR",Msa,OR,294936.0,299678.0,303320.0,306647.0,309908.0,310926.0,312299.0,313798.0,316961.0,320553.0,325668.0,330793.0,337779.0,345060.0,353098.0,359440.0,365669.0,372256.0,379443.0,386164.0,394058.0,401854.0,408286.0,413054.0,415849.0,418565.0,418826.0,419489,354799.1785714286,30.0,29.0,39.0,82.0,39.0,55.0,56.0,53.0,52.0,52.0,49.0,58.0,51.0,50.0,47.0,51.0,48.0,49.0,51.0,51.0,53.0,56.0,57.0,65.0,64.0,48.0,48.0,48.0,51.107142857142854,38416
690,394644,439,"Great Falls, MT",Msa,MT,201323.0,202497.0,203662.0,204204.0,205203.0,206405.0,207801.0,209065.0,210928.0,212891.0,214656.0,215941.0,218019.0,221006.0,225459.0,229791.0,234027.0,237460.0,241461.0,246251.0,251736.0,257349.0,261782.0,264981.0,269235.0,274353.0,280928.0,285950,231941.57142857142,85.0,81.0,41.0,66.0,60.0,61.0,71.0,52.0,48.0,75.0,53.0,50.0,46.0,44.0,44.0,42.0,42.0,47.0,45.0,44.0,47.0,46.0,45.0,42.0,46.0,45.0,44.0,38.0,51.785714285714285,58353
692,394936,442,"Olean, NY",Msa,NY,84412.0,85420.0,86324.0,86415.0,86227.0,85474.0,85666.0,85186.0,84982.0,84216.0,84903.0,85529.0,86530.0,86801.0,86715.0,86933.0,87935.0,89539.0,91973.0,95004.0,98029.0,100204.0,101708.0,105068.0,107054.0,111464.0,115003.0,120122,92672.71428571429,166.0,158.0,131.0,134.0,115.0,122.0,88.0,94.0,103.0,111.0,102.0,151.0,122.0,113.0,76.0,74.0,80.0,81.0,80.0,95.0,96.0,96.0,100.0,94.0,131.0,100.0,72.0,72.0,105.60714285714286,13371
696,394345,445,"Athens, TX",Msa,TX,165473.0,163576.0,163506.0,163381.0,163561.0,166511.0,168202.0,172368.0,174605.0,177970.0,179574.0,184040.0,188961.0,194224.0,196706.0,201285.0,207799.0,215306.0,221913.0,225948.0,229803.0,234212.0,239869.0,244043.0,248378.0,252383.0,256925.0,263659,202292.17857142858,41.0,28.0,46.0,38.0,68.0,39.0,27.0,18.0,20.0,30.0,32.0,35.0,48.0,33.0,32.0,22.0,25.0,18.0,25.0,29.0,22.0,29.0,24.0,35.0,34.0,37.0,38.0,42.0,32.67857142857143,12770
698,394925,446,"Oak Harbor, WA",Msa,WA,423575.0,425914.0,427708.0,428099.0,430100.0,432688.0,436632.0,441055.0,447733.0,457282.0,466763.0,475209.0,482720.0,492132.0,500955.0,509734.0,518299.0,534315.0,550425.0,566334.0,575117.0,585422.0,595853.0,608205.0,620537.0,631068.0,639012.0,643526,512371.85714285716,65.0,44.0,39.0,50.0,45.0,46.0,40.0,41.0,42.0,41.0,43.0,40.0,39.0,38.0,35.0,35.0,35.0,38.0,37.0,38.0,38.0,37.0,39.0,38.0,38.0,38.0,36.0,5.0,39.285714285714285,23643
700,394682,448,"Hinesville, GA",Msa,GA,151441.0,151727.0,152068.0,152379.0,152391.0,152448.0,152745.0,152628.0,152476.0,152481.0,153855.0,155421.0,158169.0,160358.0,162245.0,161111.0,160248.0,160186.0,162570.0,164974.0,167345.0,169085.0,170543.0,173636.0,176803.0,180782.0,183069.0,186099,161760.10714285713,81.0,65.0,50.0,61.0,63.0,55.0,69.0,50.0,61.0,60.0,59.0,66.0,55.0,45.0,53.0,42.0,42.0,43.0,40.0,41.0,39.0,40.0,39.0,43.0,40.0,38.0,36.0,37.0,50.464285714285715,34085
702,395205,450,"Warsaw, IN",Msa,IN,188070.0,189030.0,189669.0,190489.0,190974.0,191521.0,192044.0,193083.0,194743.0,196709.0,198293.0,199718.0,201103.0,203069.0,205414.0,208046.0,210720.0,213837.0,217528.0,220621.0,223844.0,226320.0,229740.0,232943.0,236508.0,239891.0,243058.0,245906,209746.10714285713,63.0,42.0,41.0,35.0,34.0,40.0,55.0,53.0,52.0,50.0,61.0,69.0,65.0,43.0,39.0,38.0,37.0,40.0,42.0,39.0,40.0,49.0,41.0,46.0,38.0,42.0,34.0,37.0,45.17857142857143,15200
704,395062,454,"Sandusky, OH",Msa,OH,142978.0,144276.0,146151.0,146328.0,146734.0,145873.0,145154.0,146207.0,148271.0,151772.0,154517.0,156187.0,157838.0,157751.0,159027.0,160140.0,162342.0,163013.0,164064.0,165014.0,167517.0,169932.0,172663.0,176240.0,180176.0,185218.0,189988.0,196775,160790.92857142858,44.0,34.0,43.0,27.0,27.0,19.0,18.0,10.0,19.0,21.0,24.0,24.0,43.0,27.0,8.0,7.0,8.0,6.0,10.0,9.0,8.0,9.0,10.0,36.0,16.0,7.0,6.0,7.0,18.821428571428573,24322
708,395077,455,"Searcy, AR",Msa,AR,117161.0,117055.0,118180.0,118436.0,118184.0,118014.0,117877.0,120299.0,122796.0,125522.0,127161.0,128841.0,130426.0,130796.0,131747.0,133070.0,135317.0,136877.0,138183.0,140327.0,142574.0,144743.0,145783.0,146806.0,148488.0,150763.0,154000.0,156616,132715.7857142857,41.0,91.0,48.0,33.0,33.0,33.0,29.0,37.0,14.0,27.0,36.0,46.0,30.0,29.0,10.0,8.0,14.0,32.0,40.0,49.0,47.0,47.0,47.0,58.0,55.0,36.0,46.0,36.0,37.57142857142857,23543
710,394489,456,"Columbus, IN",Msa,IN,180133.0,181003.0,182160.0,182324.0,182979.0,182944.0,183315.0,183495.0,184731.0,186530.0,187631.0,188923.0,189653.0,192122.0,194150.0,197144.0,199519.0,202073.0,205291.0,208574.0,212285.0,215030.0,217788.0,219989.0,222432.0,224360.0,226428.0,227862,198602.42857142858,48.0,37.0,47.0,47.0,43.0,46.0,41.0,49.0,43.0,42.0,46.0,44.0,43.0,37.0,38.0,36.0,36.0,38.0,37.0,37.0,39.0,39.0,41.0,46.0,37.0,35.0,33.0,34.0,40.67857142857143,48445
712,394445,459,"Casper, WY",Msa,WY,228461.0,229440.0,229823.0,230441.0,230621.0,231449.0,232242.0,232897.0,233464.0,234256.0,235057.0,235262.0,235096.0,235501.0,235955.0,237192.0,238483.0,240829.0,242390.0,244382.0,246348.0,249131.0,252580.0,255742.0,259412.0,262762.0,266499.0,269975,241274.64285714287,26.0,19.0,14.0,51.0,61.0,51.0,50.0,56.0,64.0,51.0,71.0,67.0,43.0,11.0,48.0,45.0,45.0,46.0,55.0,49.0,54.0,51.0,45.0,50.0,49.0,36.0,36.0,35.0,45.67857142857143,58498
714,394593,461,"Findlay, OH",Msa,OH,150172.0,151662.0,153293.0,153881.0,154716.0,155394.0,157447.0,158946.0,160335.0,160940.0,162422.0,163479.0,165328.0,166385.0,168015.0,168829.0,169215.0,169874.0,170746.0,172613.0,173866.0,175761.0,177410.0,179340.0,181365.0,183113.0,185071.0,186687,167010.89285714287,58.0,51.0,42.0,54.0,46.0,44.0,47.0,47.0,46.0,48.0,61.0,71.0,65.0,51.0,45.0,43.0,40.0,48.0,51.0,51.0,58.0,50.0,55.0,62.0,73.0,45.0,38.0,39.0,51.035714285714285,40832
718,394955,463,"Palatka, FL",Msa,FL,129863.0,131521.0,132739.0,133643.0,134686.0,136213.0,137825.0,139417.0,140462.0,141046.0,142756.0,144613.0,147355.0,149855.0,152376.0,153972.0,155443.0,157806.0,160858.0,164269.0,166919.0,169796.0,172138.0,173489.0,175460.0,177946.0,181750.0,185401,153200.60714285713,100.0,70.0,85.0,113.0,87.0,72.0,86.0,73.0,65.0,69.0,66.0,75.0,73.0,67.0,59.0,53.0,57.0,59.0,55.0,64.0,66.0,64.0,67.0,70.0,71.0,51.0,49.0,50.0,69.14285714285714,10457
720,395085,464,"Seneca, SC",Msa,SC,177736.0,178445.0,179082.0,179773.0,180677.0,182039.0,183385.0,184553.0,185598.0,187289.0,188786.0,189835.0,191017.0,193079.0,196157.0,198751.0,202284.0,206101.0,211667.0,217272.0,223148.0,229308.0,235205.0,240954.0,245866.0,251151.0,256841.0,262390,205656.75,94.0,61.0,63.0,82.0,67.0,64.0,62.0,57.0,63.0,51.0,53.0,60.0,61.0,48.0,46.0,49.0,45.0,46.0,48.0,48.0,51.0,55.0,56.0,66.0,59.0,48.0,44.0,41.0,56.714285714285715,8564
722,753881,466,"Glenwood Springs, CO",Msa,CO,566125.0,567946.0,568929.0,568739.0,570056.0,570753.0,575393.0,578823.0,584377.0,590357.0,597389.0,605745.0,614335.0,623308.0,633499.0,645070.0,660302.0,675870.0,692366.0,706198.0,719554.0,732016.0,741633.0,754527.0,763391.0,772828.0,777475.0,786233,651544.1785714285,106.0,99.0,51.0,62.0,78.0,72.0,65.0,66.0,69.0,73.0,74.0,96.0,96.0,57.0,54.0,55.0,51.0,50.0,51.0,52.0,58.0,61.0,56.0,51.0,60.0,50.0,42.0,46.0,64.32142857142857,10222
724,394298,468,"Aberdeen, WA",Msa,WA,199248.0,202055.0,205781.0,209089.0,211844.0,213755.0,217060.0,220701.0,226019.0,231829.0,237027.0,241634.0,243735.0,247756.0,251333.0,256839.0,260703.0,266189.0,272880.0,284261.0,290360.0,297761.0,301045.0,310034.0,317224.0,325285.0,331142.0,338424,257536.17857142858,13.0,16.0,10.0,18.0,8.0,10.0,11.0,10.0,11.0,9.0,48.0,50.0,47.0,48.0,41.0,47.0,42.0,43.0,45.0,42.0,47.0,51.0,53.0,57.0,59.0,38.0,8.0,10.0,31.857142857142858,16827
726,753883,471,"Greenfield Town, MA",Msa,MA,222272.0,224136.0,226313.0,229062.0,231405.0,231581.0,233284.0,235238.0,238083.0,241066.0,244183.0,246991.0,250576.0,253196.0,256730.0,259536.0,264244.0,268784.0,274431.0,277779.0,282582.0,285811.0,289078.0,292326.0,295296.0,299326.0,301686.0,303999,259249.7857142857,92.0,104.0,21.0,32.0,15.0,10.0,13.0,10.0,10.0,9.0,12.0,23.0,20.0,19.0,8.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,10.0,12.0,13.0,9.0,7.0,9.0,18.464285714285715,17241
730,394897,473,"Muskogee, OK",Msa,OK,84525.0,84664.0,84743.0,84740.0,84794.0,84933.0,85004.0,85205.0,85336.0,85595.0,86278.0,86995.0,88340.0,89623.0,90574.0,90971.0,91048.0,91597.0,92089.0,92798.0,93461.0,94114.0,94661.0,96758.0,98804.0,100921.0,101555.0,102234,90441.42857142857,62.0,19.0,59.0,72.0,59.0,45.0,57.0,59.0,56.0,44.0,60.0,75.0,54.0,78.0,36.0,47.0,45.0,52.0,48.0,48.0,55.0,48.0,53.0,58.0,54.0,51.0,46.0,53.0,53.32142857142857,36831
732,394614,474,"Frankfort, KY",Msa,KY,155144.0,155077.0,154874.0,154700.0,154523.0,154281.0,154056.0,154749.0,155652.0,156833.0,158510.0,159783.0,161954.0,163647.0,166879.0,169432.0,172269.0,174263.0,176172.0,177970.0,179790.0,181737.0,183450.0,186461.0,189406.0,192343.0,194146.0,195924,169072.32142857142,86.0,48.0,46.0,51.0,45.0,50.0,52.0,50.0,57.0,52.0,58.0,75.0,53.0,52.0,46.0,45.0,46.0,46.0,40.0,42.0,48.0,49.0,47.0,50.0,63.0,42.0,40.0,39.0,50.642857142857146,27715
734,395126,477,"Statesboro, GA",Msa,GA,161589.0,162274.0,162881.0,163407.0,162440.0,160949.0,158595.0,157797.0,157398.0,158210.0,158920.0,160235.0,161421.0,162233.0,162607.0,163415.0,164515.0,166342.0,168342.0,170959.0,173714.0,176169.0,178440.0,181175.0,186803.0,194067.0,199016.0,203046,169177.10714285713,110.0,65.0,72.0,75.0,78.0,57.0,59.0,62.0,55.0,56.0,58.0,52.0,83.0,54.0,48.0,42.0,48.0,52.0,47.0,52.0,41.0,44.0,46.0,52.0,41.0,46.0,39.0,42.0,56.285714285714285,33204
736,394866,480,"Minot, ND",Msa,ND,286863.0,290007.0,290035.0,288932.0,286470.0,284114.0,281865.0,279438.0,277979.0,277704.0,278624.0,279455.0,281020.0,283470.0,286034.0,286356.0,285526.0,285021.0,287506.0,291005.0,294425.0,296174.0,296865.0,299789.0,293492.0,283017.0,270471.0,267442,285324.96428571426,95.0,31.0,56.0,32.0,35.0,28.0,39.0,33.0,37.0,30.0,31.0,28.0,55.0,28.0,14.0,9.0,7.0,8.0,11.0,14.0,20.0,27.0,17.0,32.0,28.0,9.0,11.0,6.0,27.535714285714285,47428
740,395088,481,"Shawnee, OK",Msa,OK,104520.0,104743.0,104844.0,104879.0,104939.0,104353.0,103970.0,103777.0,104168.0,104582.0,105508.0,106481.0,108165.0,109732.0,111192.0,110647.0,110677.0,111318.0,113878.0,115658.0,118670.0,119591.0,123218.0,125835.0,130222.0,132925.0,134873.0,136525,113210.35714285714,77.0,52.0,45.0,60.0,62.0,61.0,55.0,55.0,58.0,60.0,66.0,61.0,62.0,52.0,47.0,41.0,48.0,50.0,47.0,50.0,53.0,53.0,50.0,66.0,60.0,54.0,48.0,39.0,54.714285714285715,31555
742,394762,490,"LaGrange, GA",Msa,GA,140067.0,140614.0,141127.0,141769.0,142243.0,142704.0,142863.0,141694.0,139981.0,139368.0,140186.0,142058.0,143611.0,145251.0,146858.0,148210.0,150187.0,152493.0,155228.0,158490.0,157612.0,154992.0,152230.0,154156.0,156312.0,157957.0,159823.0,163419,148267.9642857143,77.0,39.0,39.0,47.0,53.0,53.0,48.0,40.0,45.0,47.0,48.0,47.0,52.0,46.0,42.0,39.0,44.0,37.0,39.0,39.0,39.0,41.0,41.0,44.0,45.0,36.0,35.0,35.0,44.17857142857143,30741
744,394472,501,"Clearlake, CA",Msa,CA,245420.0,245879.0,247514.0,249645.0,251379.0,252540.0,253843.0,255203.0,261117.0,266845.0,273219.0,275748.0,278589.0,283779.0,289060.0,294569.0,298341.0,304209.0,310827.0,318336.0,323958.0,328820.0,332973.0,336381.0,339700.0,342121.0,345450.0,348116,291199.3214285714,121.0,106.0,84.0,129.0,81.0,87.0,66.0,84.0,93.0,78.0,78.0,80.0,85.0,65.0,56.0,70.0,48.0,67.0,69.0,83.0,60.0,67.0,92.0,116.0,100.0,63.0,60.0,61.0,80.32142857142857,15179
746,394586,504,"Faribault, MN",Msa,MN,248386.0,247911.0,248671.0,249768.0,251773.0,253131.0,254243.0,255562.0,257977.0,260667.0,263846.0,267505.0,271502.0,275767.0,278439.0,281649.0,286098.0,293451.0,300974.0,306326.0,308033.0,309708.0,311796.0,315038.0,316328.0,316657.0,318721.0,320093,281072.14285714284,80.0,57.0,52.0,54.0,58.0,65.0,61.0,55.0,54.0,66.0,59.0,54.0,61.0,57.0,47.0,44.0,43.0,52.0,48.0,50.0,48.0,51.0,55.0,58.0,69.0,44.0,47.0,44.0,54.75,23905
750,394305,507,"Alamogordo, NM",Msa,NM,138401.0,138170.0,138284.0,138504.0,138902.0,139438.0,139954.0,140621.0,141133.0,141406.0,142096.0,142977.0,145284.0,147361.0,149271.0,150310.0,151189.0,152689.0,153933.0,155602.0,156782.0,157250.0,157222.0,159908.0,163207.0,167010.0,168024.0,169162,149431.7857142857,98.0,49.0,51.0,45.0,58.0,46.0,33.0,25.0,30.0,13.0,28.0,32.0,24.0,61.0,70.0,57.0,59.0,63.0,55.0,69.0,65.0,60.0,63.0,60.0,82.0,53.0,10.0,6.0,48.75,32126
752,395016,508,"Red Bluff, CA",Msa,CA,261362.0,253420.0,244506.0,244420.0,245415.0,245864.0,247483.0,247950.0,250312.0,251890.0,254573.0,255879.0,256678.0,257714.0,261068.0,265563.0,276270.0,285972.0,297013.0,303435.0,309760.0,313997.0,316603.0,319355.0,323093.0,327331.0,324593.0,320858,277227.75,52.0,56.0,39.0,38.0,54.0,48.0,16.0,21.0,19.0,26.0,30.0,29.0,42.0,22.0,25.0,11.0,19.0,15.0,12.0,10.0,16.0,14.0,22.0,24.0,36.0,18.0,16.0,11.0,26.464285714285715,14121
754,394496,511,"Coos Bay, OR",Msa,OR,240612.0,241051.0,242132.0,243933.0,246415.0,248195.0,249160.0,250550.0,253230.0,257413.0,260828.0,264572.0,268105.0,272415.0,276748.0,281271.0,285796.0,291230.0,299021.0,308099.0,316502.0,323184.0,328591.0,335216.0,341190.0,347071.0,351431.0,356689,285023.21428571426,97.0,53.0,46.0,56.0,80.0,69.0,58.0,56.0,57.0,67.0,53.0,58.0,67.0,49.0,50.0,50.0,56.0,57.0,58.0,64.0,54.0,55.0,63.0,50.0,51.0,50.0,48.0,50.0,57.92857142857143,16342
756,395199,512,"Walla Walla, WA",Msa,WA,279713.0,280370.0,280964.0,280634.0,280919.0,281103.0,282393.0,283844.0,285628.0,287521.0,290362.0,295544.0,301611.0,304089.0,305023.0,306412.0,312213.0,318879.0,326184.0,337761.0,348501.0,361252.0,370023.0,377443.0,383786.0,391247.0,400917.0,404406,319955.0714285714,57.0,31.0,15.0,14.0,12.0,20.0,9.0,9.0,10.0,13.0,11.0,24.0,16.0,8.0,6.0,6.0,6.0,8.0,7.0,6.0,8.0,10.0,14.0,11.0,12.0,7.0,8.0,5.0,12.964285714285714,33096
758,395092,526,"Shelton, WA",Msa,WA,295619.0,297567.0,299931.0,302516.0,305160.0,307674.0,311045.0,315110.0,319248.0,323701.0,328412.0,337464.0,345588.0,355200.0,363946.0,377925.0,391457.0,403914.0,413545.0,423900.0,434895.0,448134.0,454428.0,457869.0,458721.0,453252.0,452499.0,449057,372420.60714285716,25.0,9.0,7.0,11.0,13.0,7.0,8.0,5.0,6.0,8.0,6.0,9.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,8.0,7.0,8.0,11.0,7.0,8.0,6.0,6.0,7.0,8.0,10955
760,394629,530,"Georgetown, SC",Msa,SC,257842.0,258597.0,258778.0,259200.0,259913.0,260551.0,261243.0,262163.0,264893.0,267121.0,269727.0,271646.0,274158.0,276627.0,279611.0,283617.0,287579.0,292147.0,297180.0,304491.0,311845.0,319787.0,326941.0,333472.0,339377.0,344122.0,350260.0,356673,290341.46428571426,78.0,64.0,98.0,80.0,54.0,55.0,60.0,52.0,62.0,33.0,40.0,48.0,42.0,19.0,12.0,9.0,12.0,7.0,7.0,8.0,9.0,7.0,9.0,11.0,18.0,7.0,7.0,6.0,32.642857142857146,8794
762,395131,538,"Sterling, IL",Msa,IL,101682.0,101998.0,102344.0,102635.0,102478.0,102224.0,101984.0,101832.0,101681.0,101535.0,101987.0,102446.0,103683.0,104810.0,106098.0,106826.0,107598.0,108431.0,109268.0,109966.0,110563.0,110870.0,111217.0,112177.0,113269.0,114618.0,115301.0,115955,106624.14285714286,97.0,86.0,89.0,89.0,92.0,60.0,74.0,83.0,89.0,74.0,65.0,73.0,96.0,73.0,83.0,58.0,50.0,55.0,58.0,60.0,58.0,56.0,50.0,72.0,82.0,76.0,51.0,50.0,71.39285714285714,14313
764,395063,543,"Sanford, NC",Msa,NC,150537.0,151236.0,151981.0,152754.0,153394.0,153960.0,154552.0,154310.0,154290.0,154468.0,155880.0,157214.0,160117.0,163167.0,166602.0,168753.0,173731.0,179089.0,183885.0,188255.0,186307.0,184615.0,180001.0,184555.0,193654.0,202032.0,208225.0,211235,170671.39285714287,72.0,61.0,48.0,59.0,66.0,70.0,50.0,54.0,50.0,45.0,54.0,59.0,53.0,43.0,41.0,44.0,40.0,44.0,49.0,44.0,48.0,49.0,40.0,49.0,47.0,39.0,39.0,37.0,49.785714285714285,30361
